"","person","speech","syllables","wordsyl","pol","readability","wc"
"2786","Donald Trump","They sent into the various rooms people.",11,7,0,4.27428571428571,1.57142857142857
"2787","Donald Trump","A hundred and thirty people killed.",9,6,-0.408248290463863,4.335,1.5
"2788","Donald Trump","It was like come on over here, boom.",9,8,0.707106781186547,-1.53375,1.125
"2789","Donald Trump","Come on over here, boom.",6,5,0.447213595499958,-1.974,1.2
"2790","Donald Trump","If people on the other side had guns, Joe, it wouldn't have been that way.",17,15,0,3.968,1.13333333333333
"2791","Donald Trump","And people really seriously wounded.",10,5,0,10.272,2
"2792","Donald Trump","It was many more people in Paris.",10,7,0,-0.435714285714283,1.42857142857143
"2793","Donald Trump","But you look at it.",5,5,0,-5.742,1
"2794","Donald Trump","If they had guns on the other side with the bullets flying the other way -- and I have this argument with people all the time from New York.",34,28,0,10.9053571428571,1.21428571428571
"2795","Donald Trump","Because a lot of New York they say, get rid of the guns.",14,13,0,0.286923076923078,1.07692307692308
"2796","Donald Trump","The fact is, they can't argue.",7,6,0,-0.375,1.16666666666667
"2797","Donald Trump","They can't beat me in the argument.",9,7,0,0.91,1.28571428571429
"2798","Donald Trump","It's impossible to beat and then the next day I'll say so did I convince you?",20,16,0,4.526875,1.25
"2799","Donald Trump","They always say no.",5,4,0,-1.7675,1.25
"2800","Donald Trump","They always say no.",5,4,0,-1.7675,1.25
"2801","Donald Trump","OK.",1,1,0,-11.51,1
"2802","Donald Trump","I don't think he does at all.",7,7,0,-3.12714285714286,1
"2803","Donald Trump","I tell you what if I would have run four years ago he wouldn't be president right now.",21,18,-0.235702260395516,5.36333333333333,1.16666666666667
"2804","Donald Trump","I don't think he thinks that at all.",8,8,0,-0.945,1
"2805","Donald Trump","It's very interesting.",7,3,1.03923048454133,9.9,2.33333333333333
"2806","Donald Trump","It's very interesting with President Obama.",14,6,0.734846922834954,10.615,2.33333333333333
"2807","Donald Trump","Going to go down as one of the worst presidents in the history of this country.",22,16,-0.25,5.115625,1.375
"2808","Donald Trump","He was -- has been a disaster on the military.",14,9,-0.333333333333333,0.863333333333333,1.55555555555556
"2809","Donald Trump","You look at what -- we can't beat ISIS.",9,8,0,-0.945,1.125
"2810","Donald Trump","He's been a disaster on health care because Obama's got to be repealed and replaced.",22,15,-0.258198889747161,7.736,1.46666666666667
"2811","Donald Trump","And I'm just talking about not even from my standpoint.",14,10,0,4.765,1.4
"2812","Donald Trump","Rates are going up, your premiums are going up -- twenty five, thirty five, forty five, fifty five percent.",27,18,0,9.02666666666667,1.5
"2813","Donald Trump","People are getting killed -- He lied about -- repeal and replace.",15,10,-0.632455532033676,6.649,1.5
"2814","Donald Trump","Absolutely -- Health care savings plans, one way.",11,7,0.377964473009227,7.63857142857143,1.57142857142857
"2815","Donald Trump","We have to get rid of the lines between states.",11,10,0,0.997,1.1
"2816","Donald Trump","I do tremendous health care.",7,5,0,2.736,1.4
"2817","Donald Trump","I have so many employees.",8,5,0,-0.0899999999999999,1.6
"2818","Donald Trump","I have thousands of employees.",8,5,0,4.62,1.6
"2819","Donald Trump","I've employed tens of thousands of people.",10,7,0,5.62,1.42857142857143
"2820","Donald Trump","I built an unbelievable business and one thing that has come out when I filed the documents with the FEC in terms of my business -- I built an unbelievable business.",43,30,-0.365148371670111,14.294,1.43333333333333
"2821","Donald Trump","So I have tremendous numbers of people -- Joe, we have to get rid of the lines.",20,16,0,3.938125,1.25
"2822","Donald Trump","There's a line -- We have to.",6,6,0,-2.73,1
"2823","Donald Trump","Joe, Americans aren't getting health care lately.",13,7,0,9.65714285714285,1.85714285714286
"2824","Donald Trump","Sure.",1,1,0,-2.09,1
"2825","Donald Trump","Sure.",1,1,0,-2.09,1
"2826","Donald Trump","Let me tell you, that's not what I said.",9,9,0,-1.23,1
"2827","Donald Trump","That's not what I said.",5,5,0,-1.974,1
"2828","Donald Trump","Here's what I said.",4,4,0,-1.7675,1
"2829","Donald Trump","We're going to have great plans.",7,6,0.408248290463863,1.98,1.16666666666667
"2830","Donald Trump","They're going to be much less expensive and they're going to be much better because the Obama plan is unaffordable and it's a disaster.",38,24,-0.408248290463863,12.35375,1.58333333333333
"2831","Donald Trump","And by the way in seventeen it s going to die unless the Republicans continue to fund money like -- it's not affordable by the country, not affordable by the people.",47,30,-0.730296743340221,14.137,1.56666666666667
"2832","Donald Trump","But what I say is this, we're going to have great plans.",13,12,0.288675134594813,1.4475,1.08333333333333
"2833","Donald Trump","But there will be a group of people that is not doing well, that has no money.",20,17,-0.242535625036333,3.6935294117647,1.17647058823529
"2834","Donald Trump","We cannot let them die in the streets.",9,8,-0.353553390593274,0.232500000000002,1.125
"2835","Donald Trump","And we'll work out either through Medicare which we'll save or something.",16,12,0.288675134594813,8.5125,1.33333333333333
"2836","Donald Trump","We will work out a plan where instead of having people dying in the streets.",18,15,0,5.224,1.2
"2837","Donald Trump","And I say to the Republicans all the time.",12,9,0,0.34,1.33333333333333
"2838","Donald Trump","And by the way I get standing ovations from Republicans, from Republican groups.",22,13,0,8.98230769230769,1.69230769230769
"2839","Donald Trump","I got one yesterday.",6,4,0,-0.59,1.5
"2840","Donald Trump","I said we can't let people die in the streets.",11,10,0.316227766016838,0.526,1.1
"2841","Donald Trump","We got to work out a deal with the hospital or with somebody in that community where if somebody is sick and really sick.",34,24,-0.530722777603022,9.60625,1.41666666666667
"2842","Donald Trump","And they don't have housing and they don't have -- All -- we can't let them die.",16,15,0.258198889747161,4.596,1.06666666666667
"2843","Donald Trump","We're going to take care of them.",8,7,0,-0.435714285714283,1.14285714285714
"2844","Donald Trump","We're going to take care of them.",8,7,0,-0.435714285714283,1.14285714285714
"2845","Donald Trump","We have to take care of them.",7,7,0,-3.12714285714286,1
"2846","Donald Trump","Now, that's not single payer.",7,5,0,2.736,1.4
"2847","Donald Trump","That's not anything.",5,3,0,6.76,1.66666666666667
"2848","Donald Trump","That's just human decency.",7,4,0.5,6.475,1.75
"2849","Donald Trump","And I'll tell you what.",5,5,0,-1.974,1
"2850","Donald Trump","Every single time I say that, I say to people in the audience -- I say, so what do you think?",25,20,0,4.584,1.25
"2851","Donald Trump","They all stand up and give me a standing ovation, OK?",14,11,0,1.62545454545455,1.27272727272727
"2852","Donald Trump","So some people would take that and they'll say, oh, that's terrible.",15,12,-0.288675134594813,5.765,1.25
"2853","Donald Trump","That's -- what we're going to have is we're going to have private plans, we're going to have maybe the health care savings plans which are very good.",34,27,0.538860251243651,12.6544444444444,1.25925925925926
"2854","Donald Trump","We're going to get rid of the lines.",9,8,0,-0.945,1.125
"2855","Donald Trump","You know what happens when you get rid of the lines?",12,11,0,1.62545454545455,1.09090909090909
"2856","Donald Trump","You have tremendous competition and the price goes way down.",15,10,0,7.12,1.5
"2857","Donald Trump","The reason the lines are there is because the insurance companies are making a fortune having monopolies in the various states.",35,21,0.218217890235992,12.8442857142857,1.66666666666667
"2858","Donald Trump","And -- OK.",2,2,0,-8.655,1
"2859","Donald Trump","No, I understand.",5,3,0,0.48,1.66666666666667
"2860","Donald Trump","I'm really speaking to the American people.",13,7,0,6.29285714285714,1.85714285714286
"2861","Donald Trump","Look, Jeb brought his brother in to help.",9,8,0,1.41,1.125
"2862","Donald Trump","He needed -- he brought his mom in and he brought his brother, OK?",15,13,0,2.82307692307692,1.15384615384615
"2863","Donald Trump","I don't know who else he's going to bring in but he needs help.",15,14,0,2.055,1.07142857142857
"2864","Donald Trump","And he brought his brother in and once he brought his -- like, four weeks ago Hilary brought in Bill.",23,19,0.229415733870562,7.40578947368421,1.21052631578947
"2865","Donald Trump","And I hit them because I thought it was appropriate to hit them.",17,13,0.277350098112615,3.54769230769231,1.30769230769231
"2866","Donald Trump","Because once they're in now the brother came in.",11,9,0,3.48,1.22222222222222
"2867","Donald Trump","So when Jeb at the Reagan museum came out and he said very strongly, my brother protected us and he protect us.",31,22,0.21320071635561,8.41,1.40909090909091
"2868","Donald Trump","And he meant he protected us after the World Trade Center came down.",17,13,0,4.99692307692308,1.30769230769231
"2869","Donald Trump","They forgot one thing.",5,4,0,1.765,1.25
"2870","Donald Trump","What about during when the World Trade Center came down -- I'm not blaming anybody -- I'm not blaming anybody but if you go back and you'll see the CIA and the NSA and all of the other groups, they were not getting together, Joe.",58,43,0,19.5672093023256,1.34883720930233
"2871","Donald Trump","They were not doing well.",6,5,-0.447213595499958,-0.0899999999999999,1.2
"2872","Donald Trump","They hated each other, the top people hated each other, they weren't talking.",20,13,-0.277350098112615,7.53307692307692,1.53846153846154
"2873","Donald Trump","They had a lot of intelligence, they knew something bad was going to happen.",20,14,0,6.09214285714286,1.42857142857143
"2874","Donald Trump","I'm not blaming anybody.",8,4,0,4.12,2
"2875","Donald Trump","You were the one that pointed out two years before the World Trade Center came down I in my book was talking about Osama Bin Laden.",34,26,0,10.5911538461538,1.30769230769231
"2876","Donald Trump","And I'm not a politician.",8,5,0,-0.0899999999999999,1.6
"2877","Donald Trump","I wasn't a politician so if I know about Osama Bin Laden why didn't the government know about -- I will tell you this, I will tell you -- I will have more cross-over votes.",45,33,0,13.7672727272727,1.36363636363636
"2878","Donald Trump","If I get the nomination, I will have more cross-over votes than anybody that's ever run for office.",28,18,0,8.24166666666667,1.55555555555556
"2879","Donald Trump","I will have Democrat votes, I will have independent votes.",15,10,0,5.707,1.5
"2880","Donald Trump","I will do tremendously with cross- over.",11,7,0.377964473009227,3.60142857142857,1.57142857142857
"2881","Donald Trump","One other thing.",4,3,0,0.48,1.33333333333333
"2882","Donald Trump","I will have states that nobody ever thought of getting in terms of a Republican.",22,15,0,6.48,1.46666666666667
"2883","Donald Trump","I have a chance at New York.",7,7,0,-3.8,1
"2884","Donald Trump","I think I have a great chance at Michigan.",11,9,0.333333333333333,0.34,1.22222222222222
"2885","Donald Trump","States that are not in your six states that we always talk about with the Ohio -- that sort of you can get.",25,22,0,7.12545454545455,1.13636363636364
"2886","Donald Trump","I'll definitely get Pennsylvania, I'll get Ohio.",14,7,0,8.98428571428571,2
"2887","Donald Trump","I think I'm going to win Florida.",10,7,0.377964473009227,-0.435714285714283,1.42857142857143
"2888","Donald Trump","You see how I'm doing in Florida -- But I'll get states like a Michigan and a New York -- All of the top candidates had the highest numbers.",36,27,0.384900179459751,10.7355555555556,1.33333333333333
"2889","Donald Trump","You saw me bring it down.",6,6,0,-3.515,1
"2890","Donald Trump","I brought it down -- remember how high that number was six or seven months ago and everybody was amazed -- How I brought it back down?",34,25,0,10.4752,1.36
"2891","Donald Trump","That just comes down -- So we were told they had weapons of mass destruction -- But he didn't have weapons of mass destruction.",28,22,-0.426401432711221,10.765,1.27272727272727
"2892","Donald Trump","Now, the only question is did the government know he didn't?",15,11,0,4.62272727272727,1.36363636363636
"2893","Donald Trump","Why did they go in -- look, Iraq did not knock down and the Iraqis did not knock down the World Trade Center -- OK?",27,23,0,7.47652173913043,1.17391304347826
"2894","Donald Trump","So we attacked Iraq but they didn't knock down the World Trade Center.",16,13,0.277350098112615,5.72153846153847,1.23076923076923
"2895","Donald Trump","We attacked them for a reason.",8,6,0,0.41,1.33333333333333
"2896","Donald Trump","They didn't knock down the World Trade Center -- I didn't know.",12,11,0.301511344577764,5.05090909090909,1.09090909090909
"2897","Donald Trump","If you would have watched you would have probably thought they did but I didn't know.",18,16,0,6.881875,1.125
"2898","Donald Trump","But the government should have known and they didn't have.",12,10,0,6.178,1.2
"2899","Donald Trump","And we attacked a country and destabilized the entire Middle East.",18,11,0,7.62,1.63636363636364
"2900","Donald Trump","Look -- OK.",2,2,0,-6.3,1
"2901","Donald Trump","Sure.",1,1,0,-2.09,1
"2902","Donald Trump","Excuse me Joe, Joe -- I'm a real estate person, I'm a business person -- Nobody cared about my comment.",28,18,-0.235702260395516,7.71833333333333,1.55555555555556
"2903","Donald Trump","In two thousand three you saw comments.",9,7,0,3.60142857142857,1.28571428571429
"2904","Donald Trump","I was against the war.",6,5,0,-2.916,1.2
"2905","Donald Trump","Well, I'm not saying great for the stock market doesn't mean do it.",14,13,0,4.27230769230769,1.07692307692308
"2906","Donald Trump","Look -- I said the war is a disaster because you're going to destabilize the Middle East.",24,16,-0.25,7.17625,1.5
"2907","Donald Trump","I said it long before two thousand three but I'm not a politician.",18,13,0,4.27230769230769,1.38461538461538
"2908","Donald Trump","I'm not saying it as a -- now I say things as I guess I'm a politician I hate to say -- No, no.",25,22,-0.21320071635561,3.7,1.13636363636364
"2909","Donald Trump","Let me tell you what it means.",7,7,0,-2.45428571428572,1
"2910","Donald Trump","It means the following.",6,4,0,2.9425,1.5
"2911","Donald Trump","Somebody had vision.",6,3,0,6.76,2
"2912","Donald Trump","I'm the only one that said don't go in and I said it two thousand three, I said it two thousand four.",25,22,0,6.26909090909091,1.13636363636364
"2913","Donald Trump","Now, a couple of people in your world said, you know what, we don't have any evidence and he said it before which I did.",31,25,0,8.4028,1.24
"2914","Donald Trump","But I said it to people -- It doesn't mean they're going to put it in the newspapers as a business person.",27,21,0,7.46142857142857,1.28571428571429
"2915","Donald Trump","But they said, he really said it right after the war started that we -- and there's plenty of proof of that.",25,21,0.392792202424786,7.68571428571429,1.19047619047619
"2916","Donald Trump","There's headlines and magazines.",8,4,0,13.54,2
"2917","Donald Trump","Don't go into the war.",6,5,0,-2.916,1.2
"2918","Donald Trump","You're going to destabilize the Middle East.",12,7,0,6.96571428571428,1.71428571428571
"2919","Donald Trump","And I said Iran will take over Iraq.",11,8,0,-0.945,1.375
"2920","Donald Trump","Iran will get the oil.",6,5,0,-2.916,1.2
"2921","Donald Trump","I said all of these things and on top of it I didn't -- nobody knew ISIS.",19,16,0.25,2.46625,1.1875
"2922","Donald Trump","But on top of it I said, the worst, meanest group of people and the people who hate the most, they're going to do the best.",30,26,0,8.59846153846154,1.15384615384615
"2923","Donald Trump","That turns out to be ISIS.",7,6,0,-2.73,1.16666666666667
"2924","Donald Trump","I also said and the oil -- I said it all over the place.",15,13,0,-0.437692307692309,1.15384615384615
"2925","Donald Trump","It's written all over the place, Joe -- two thousand three, two thousand four headlines and articles.",24,16,0,10.12,1.5
"2926","Donald Trump","I would -- Look, nobody's questioning about my being against the war.",18,11,0,7.19181818181818,1.63636363636364
"2927","Donald Trump","What they are saying is, well, he was a little bit after the war.",16,14,0.267261241912424,2.055,1.14285714285714
"2928","Donald Trump","A couple of people in your world said, that's OK because he was early on -- very early on he was against.",28,21,0,7.01285714285714,1.33333333333333
"2929","Donald Trump","Can you share with us three people who would consult with or want to hear from on foreign policy?",24,19,0,7.40578947368421,1.26315789473684
"2930","Donald Trump","I would say that I'd rather not because I'm going to be announcing a team in about a week that is really a good team.",32,25,0.36,8.4028,1.28
"2931","Donald Trump","And a team that was recommended highly by me -- by -- to me.",16,12,0.519615242270663,1.055,1.33333333333333
"2932","Donald Trump","And a team that I've seen both -- and read about both in papers and seen on your show.",20,18,0,4.57833333333333,1.11111111111111
"2933","Donald Trump","I know the people but we're announcing a team in about a week.",17,13,0,2.82307692307692,1.30769230769231
"2934","Donald Trump","And I'm going to keep it a little bit secret.",13,10,0,0.0549999999999997,1.3
"2935","Donald Trump","Go ahead.",3,2,0,-3.945,1.5
"2936","Donald Trump","Right.",1,1,1,2.62,1
"2937","Donald Trump","Yes.",1,1,0,-6.8,1
"2938","Donald Trump","I think it's disgraceful that Apple is not helping on that.",16,11,-0.603022689155527,4.62272727272727,1.45454545454545
"2939","Donald Trump","I think security first and I feel -- I always felt security first.",19,12,0,4.5875,1.58333333333333
"2940","Donald Trump","Apple should absolutely -- we should force them to do it.",14,10,0,4.294,1.4
"2941","Donald Trump","We should do whatever we have to do and I guess he wants to be a good liberal and he doesn't want to give the information.",33,26,0.196116135138184,8.96076923076923,1.26923076923077
"2942","Donald Trump","But we -- on that -- as an example, those two people killed fourteen people.",18,13,-0.277350098112615,5.35923076923077,1.38461538461538
"2943","Donald Trump","There were other people that saw the bombs laying all over the flu system like a normal apartment.",25,18,0.235702260395516,8.50333333333333,1.38888888888889
"2944","Donald Trump","You had bombs laying all over the floor.",9,8,0,1.41,1.125
"2945","Donald Trump","You had all sorts of ammunition.",9,6,0,1.98,1.5
"2946","Donald Trump","You had all sorts of everything in that apartment.",14,9,0,4.52666666666667,1.55555555555556
"2947","Donald Trump","People knew that.",4,3,0,2.05,1.33333333333333
"2948","Donald Trump","I'd like to know who else knew it because they're almost as guilty and maybe just as guilty.",23,18,-0.235702260395516,6.93333333333333,1.27777777777778
"2949","Donald Trump","I think you have to be able to correct that and I think Apple is absolutely in the wrong.",25,19,0,5.42263157894737,1.31578947368421
"2950","Donald Trump","OK.",1,1,0,-11.51,1
"2951","Donald Trump","OK.",1,1,0,-11.51,1
"2952","Donald Trump","That's true.",2,2,0,3.12,1
"2953","Donald Trump","Hi.",1,1,0,-11.51,1
"2954","Donald Trump","Right.",1,1,1,2.62,1
"2955","Donald Trump","Yes, I do indeed.",5,4,0,-5.3,1.25
"2956","Donald Trump","So I have to say we have right now an African American president and if you look at unemployment with African American youth, Monique, it's fifty eight percent, fifty nine percent.",52,31,0.179605302026775,16.2525806451613,1.67741935483871
"2957","Donald Trump","Probably even higher than that.",9,5,0,5.562,1.8
"2958","Donald Trump","If you take African Americans who I have friends that are having a hard time getting a job in prime age - thirty, forty, forty five even fifty - their numbers are not comparable to what white men or women in business are.",59,41,-0.156173761888606,19.0587804878049,1.4390243902439
"2959","Donald Trump","It's not good.",3,3,-0.577350269189626,-2.66,1
"2960","Donald Trump","You understand that.",5,3,0,6.76,1.66666666666667
"2961","Donald Trump","We have had an African-American president now for seven years.",19,10,0,7.591,1.9
"2962","Donald Trump","Going on eight years.",5,4,0,0.587499999999999,1.25
"2963","Donald Trump","He has done so little in terms of economics, and in terms of really getting youth thinking - there because I see all the riots, I see all the problems, you see nothing but problems.",46,34,-0.342997170285018,15.2411764705882,1.35294117647059
"2964","Donald Trump","Barrack Obama has done nothing, absolutely in my opinion, nothing economically for African-Americans, especially youth but for African-Americans all over, generally.",55,21,0,20.0214285714286,2.61904761904762
"2965","Donald Trump","We're going to bring back our jobs.",8,7,0,0.91,1.14285714285714
"2966","Donald Trump","We're bringing em back from China.",8,6,0,3.55,1.33333333333333
"2967","Donald Trump","We re bringing em back from all over Asia.",12,9,0,0.34,1.33333333333333
"2968","Donald Trump","We re bringing em back from Mexico.",10,7,0,0.91,1.42857142857143
"2969","Donald Trump","Number one, we have to get rid of rules, regulations that you have - regulations that are so bad now - I have friends, they have small business, and this is whether it s African-American or not, and you know exactly what I'm talking about - the rules and regulations, the regulations of companies today are so outrageous that they cannot compete with similar companies in China, Asia, other places.",105,67,0,34.284328358209,1.56716417910448
"2970","Donald Trump","They can't compete.",4,3,0,5.19,1.33333333333333
"2971","Donald Trump","So the regulations are going to be gone.",12,8,0,1.41,1.5
"2972","Donald Trump","We're going to give incentives.",8,5,0,5.562,1.6
"2973","Donald Trump","We're also doing major tax cuts because small businesses are paying taxes that are far too much, and you're paying a lot of tax.",32,24,0,10.78375,1.33333333333333
"2974","Donald Trump","Well, I guess you're making money.",8,6,0.408248290463863,2.765,1.33333333333333
"2975","Donald Trump","Are you making money?",6,4,0,0.587499999999999,1.5
"2976","Donald Trump","You read my book so you should be making money.",12,10,0,0.997,1.2
"2977","Donald Trump","Hello Barbara.",5,2,0,7.83,2.5
"2978","Donald Trump","All right.",2,2,0.707106781186547,-1.59,1
"2979","Donald Trump","I talk about it all the time, Barbara.",11,8,0,-0.356249999999999,1.375
"2980","Donald Trump","We have so many countries, South Korea - you know I order thousands of television sets a year for different projects and they're all made, all made in South Korea.",41,29,0,14.1837931034483,1.41379310344828
"2981","Donald Trump","Other than Sony, which is Japan, but, I mean for the most part - LG, Samsung - it's such a great question because these countries are making a fortune.",35,27,0.538860251243651,12.3055555555556,1.2962962962963
"2982","Donald Trump","And we take care of Saudi Arabia.",10,7,0,-0.435714285714283,1.42857142857143
"2983","Donald Trump","We take care of Japan.",6,5,0,-2.916,1.2
"2984","Donald Trump","We take care of Germany.",7,5,0,-1.032,1.4
"2985","Donald Trump","We have - you know when you look at our budget for military it's ten times higher - so much bigger than anybody else in the world.",34,25,0,10.0984,1.36
"2986","Donald Trump","But what do we do?",5,5,0,-6.684,1
"2987","Donald Trump","We take care of all these other countries.",10,8,0,2.5875,1.25
"2988","Donald Trump","The question is such a great question.",9,7,0.377964473009227,2.92857142857143,1.28571428571429
"2989","Donald Trump","I talk about it, and I just can't even understand.",14,10,0,1.939,1.4
"2990","Donald Trump","Saudi Arabia was making a billion dollars a day, prior to the oil collapse, so now they're making half, OK, they're making plenty.",34,23,-0.208514414057075,11.1626086956522,1.47826086956522
"2991","Donald Trump","And yet we take care of them.",7,7,0,-3.12714285714286,1
"2992","Donald Trump","At a minimum, I think it's fine what we're doing but they have to pay us for it, they have to pay us so we don't lose tremendous amounts of money.",38,31,0.35921060405355,11.2387096774194,1.2258064516129
"2993","Donald Trump","Right.",1,1,1,2.62,1
"2994","Donald Trump","I would do that and I would want other countries - you know the Gulf States, if you look, the Gulf States aren't doing anything and they're big beneficiaries and they have more money than anybody else.",50,36,0,17.6341666666667,1.38888888888889
"2995","Donald Trump","We have $nineteen trillion in debt - it's going to be $twenty one trillion because of the horrible budget that was just passed four weeks ago, which is shocking that they just did that - so we're going to have $twenty one trillion in debt - we can't keep doing this.",63,48,-0.288675134594813,22.98,1.3125
"2996","Donald Trump","And if we're taking care of Saudi Arabia they're going to have to pay us.",20,15,0,4.282,1.33333333333333
"2997","Donald Trump","And if we're taking care of South Korea which makes a fortune, you know it's an economic behemoth and we have the madman right next to him and we have twenty eight thousand soldiers on the line - we're going to have to do something.",58,44,0.150755672288882,20.3734090909091,1.31818181818182
"2998","Donald Trump","They're wrong.",2,2,-0.707106781186547,7.83,1
"2999","Donald Trump","All I'm saying is my policies are going to reduce taxes, OK?",17,12,0,3.0175,1.41666666666667
"3000","Donald Trump","And the taxes is going to bring jobs back and we're going to bring jobs back into the country big league, and we're going to have a dynamic economy again.",42,30,0.182574185835055,12.881,1.4
"3001","Donald Trump","Joe, we have no growth.",5,5,0,-2.916,1
"3002","Donald Trump","I'm going to cut spending big league.",9,7,0,2.25571428571428,1.28571428571429
"3003","Donald Trump","Department of Education.",8,3,0,13.04,2.66666666666667
"3004","Donald Trump","We're going to cut Department of Education.",13,7,0,6.29285714285714,1.85714285714286
"3005","Donald Trump","We spend more money per pupil than any country in the world by far and we're ranked number thirty in the world.",28,22,0,8.62409090909091,1.27272727272727
"3006","Donald Trump","Oh, I thought she was a - she sneezed.",8,8,0,-1.53375,1
"3007","Donald Trump","But you look at - we're number thirty in the world, Department of Education, that's because I said, we're going to bring What we're going to do more than anything else, we're going to bring, we're going to cut - we're going to cut tremendous amounts of money - let me give you an example.",73,52,0,24.9498076923077,1.40384615384615
"3008","Donald Trump","Drug companies.",4,2,0,10.185,2
"3009","Donald Trump","Now, you take somebody like Woody Johnson, good guy, Johnson & Johnson.",17,11,0.603022689155527,7.62,1.54545454545455
"3010","Donald Trump","These people are in charge of - meaning Woody - are in charge of Jeb Bush's campaign finance.",21,16,0,8.059375,1.3125
"3011","Donald Trump","He's the head of campaign financing.",9,6,0,5.12,1.5
"3012","Donald Trump","Jeb Bush raised $one hundred forty eight million, total waste of money.",17,12,-0.288675134594813,6.9425,1.41666666666667
"3013","Donald Trump","He might as well throw it out the window.",10,9,0.333333333333333,-0.183333333333334,1.11111111111111
"3014","Donald Trump","Wouldn't it have been nicer if instead of running a failed campaign he gave it to the Wounded Warriors or gave it to somebody.",32,24,-0.408248290463863,10.5875,1.33333333333333
"3015","Donald Trump","But the problem is, we don't negotiate - we're the largest drug producer, and - we're the largest drug buyer in the world.",29,21,-0.218217890235992,10.3771428571429,1.38095238095238
"3016","Donald Trump","We don't negotiate.",6,3,0,5.19,2
"3017","Donald Trump","We don't negotiate.",6,3,0,5.19,2
"3018","Donald Trump","You pay practically the same for the country as if you go into a drug store and buy the drugs.",25,20,0,5.997,1.25
"3019","Donald Trump","If we negotiated the price of drugs, Joe, we'd save $three hundred billion a year.",20,15,0,6.166,1.33333333333333
"3020","Donald Trump","Now, these candidates - I self-fund, I'm going to do it.",14,10,0,2.881,1.4
"3021","Donald Trump","These candidates are all controlled by the drug companies, the lumber companies - they're never going to do that.",28,18,0,11.6433333333333,1.55555555555556
"3022","Donald Trump","They're never going to do it.",8,6,0,-0.375,1.33333333333333
"3023","Donald Trump","There's tremendous fat.",5,3,-0.577350269189626,11.47,1.66666666666667
"3024","Donald Trump","Joe, there's tremendous fat in our budgets.",10,7,-0.377964473009227,5.62,1.42857142857143
"3025","Donald Trump","Tremendous fats.",4,2,0,12.54,2
"3026","Donald Trump","Beyond belief.",4,2,0,7.83,2
"3027","Donald Trump","But the candidates are all controlled by the people that make money off the fat.",20,15,-0.258198889747161,6.48,1.33333333333333
"3028","Donald Trump","Right.",1,1,1,2.62,1
"3029","Donald Trump","Right.",1,1,1,2.62,1
"3030","Donald Trump","Fraud and abuse.",4,3,-1.15470053837925,0.48,1.33333333333333
"3031","Donald Trump","It's a huge number.",5,4,0,-1.7675,1.25
"3032","Donald Trump","Waste, fraud - you know people -- Let me just say.",10,9,-0.666666666666667,1.38666666666667,1.11111111111111
"3033","Donald Trump","Waste, fraud and abuse is massive in Social Security and Medicaid.",19,11,-1.1457431093955,7.19181818181818,1.72727272727273
"3034","Donald Trump","I'm not doing it.",5,4,0,-4.1225,1.25
"3035","Donald Trump","I don't want to do it.",6,6,0,-5.87,1
"3036","Donald Trump","I don't want to do it.",6,6,0,-5.87,1
"3037","Donald Trump","Two reasons.",3,2,0,3.12,1.5
"3038","Donald Trump","Number one I don't want to do it and number two, the Democrats aren't going to do it.",24,18,0,4.84,1.33333333333333
"3039","Donald Trump","You know the Republicans also have to get elected, you do know that.",19,13,0,4.63461538461539,1.46153846153846
"3040","Donald Trump","And if you watch Bernie, and if you watch Hillary, they don't only want to not cut, they want to increase Social Security.",32,23,0,9.72913043478261,1.39130434782609
"3041","Donald Trump","Now.",1,1,0,-6.8,1
"3042","Donald Trump","I'm not doing it for that reason.",9,7,0,-0.435714285714283,1.28571428571429
"3043","Donald Trump","I'm just saying this.",4,4,0,0.587499999999999,1
"3044","Donald Trump","We don't have to do it.",6,6,0,-5.085,1
"3045","Donald Trump","We're going to make our economy strong, we're going to make our economy rich, and we're not going to have to -- Our trade agreements are a disaster.",40,27,0.192450089729875,12.3055555555556,1.48148148148148
"3046","Donald Trump","Partially because, again, contributions to the various people that run things.",21,11,0,11.9018181818182,1.90909090909091
"3047","Donald Trump","Like the Senators, et cetera.",9,5,0.447213595499958,2.736,1.8
"3048","Donald Trump","TPP, Trans-Pacific Partnership, is a disaster because they don't talk about monetary manipulation and devaluation.",33,15,0,16.214,2.2
"3049","Donald Trump","They don't talk about it.",6,5,0,-0.0899999999999999,1.2
"3050","Donald Trump","The number one way the countries are killing us is with devaluations of their currencies.",23,15,-0.258198889747161,9.306,1.53333333333333
"3051","Donald Trump","And our companies can't compete.",8,5,0,6.504,1.6
"3052","Donald Trump","You take a look at what's happening in Japan with the devaluation of the yen.",21,15,0,5.538,1.4
"3053","Donald Trump","Just look at this.",4,4,0,-2.945,1
"3054","Donald Trump","Caterpillar is having such a hard time competing with Komatsu, which is a big tractor maker from Japan.",29,18,-0.235702260395516,9.55,1.61111111111111
"3055","Donald Trump","The - a friend of mine bought all Komatsu, all his life he's bought big Caterpillar, big contractor, big contractor.",28,19,0,10.8763157894737,1.47368421052632
"3056","Donald Trump","He bought, his whole life; he bought Caterpillar.",11,8,0,5.53125,1.375
"3057","Donald Trump","Now he's buying Komatsu.",6,4,0,4.12,1.5
"3058","Donald Trump","Not because he wants to.",6,5,0,-1.032,1.2
"3059","Donald Trump","He said they devalued the yen to such an extent that it's absolutely impossible to compete.",26,16,-0.25,8.648125,1.625
